ReviewTitle,ReviewBody,ReviewStar,Product,Price,Brand,Model
"Good headphone in this range but sound quality not up to mark
","I have got this for rs.1419/- and for this range for the wireless headphone it is a good deal, sound is ok and comfortable to use, it did not fall from ear, as there is some locking type of thing, which holds the earpiece in it's place, nice product. It may feel this way because i used to airpod from apple.
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Very good.
","Value for money product. Before purchasing this item, I used to think that Bluetooth earphones are not good. But this earphone change my mind. The design and sound quality of this headset is awesome. And battery life is also good. If you need such device, then go for it. I purchased it for â?¹1400, but can get it at 1000 in Sale.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Lives up to its name
","Nice sound quality, good deal for the price
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Value for Quality of the Headphone but not for the Sound Quality
","Hi all,This headphone I have purchased to replace my 'JBL T160 in-Ear Headphones with Mic' headphone with lot of expectations from the Boat. But the sound quality of 'JBL T160 in-Ear Headphones with Mic is much better than the Boat.But the physical quality of Boat is awesome. If u are looking for the best sound quality please dont go for it and if u are looking for the physical quality, Boat is the best under Rs.1,500/-Headphone Quality - ****Sound Quality - **Base - **Battery durability - *** (5Hrs)Value for money - ***Over All I can give THREE STARS for this product
",2,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"My review
","When I put on my ears the part if ear bud came out but the sound impressed me if I don't face this issue I love this product boat always impress me in sound, bass , clarity,
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Excellent Pick
","Nice product..Little bit frustrated with the battery.Overall good purchase for 999.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Worth & do go for it when needed.
","W/L earphone in 1-1.5K price range. Handle carefully for 1st 1 week to understand different feature capability. Had many -ve reviews on Amazon but I still opted for it. Incidentally all is well till now after 1 month use. Little problem in call/audio management but that's not a major issue. Same feature of JBL is on higher price rande (4K) so not bad this one.
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Excellent product
","Nice earphone........ Good bt connectivity. And Battery Backup also good
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good headphone at affordable cost
","I liked the product. Very good sound quality. Call quality is also excellent. Totally satisfied.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Worst for calling
","Worst, outside sounds will more than original voice, sound quality not at all good
",2,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Product is not up to the mark as per the brand name
","I am facing so many problems within 3 months from the date of purchase... ie. Battery discharge in few minutes of phone calls as well disturbance in left side during the phone call
",2,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Almost satisfied me
","I liked the sound quality, battery life, and its durability is also good, but im not at all happy with the bluetooth range...
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"No Battery life..drains quickly
","Sound quality and noise cancellation ok. Battery is pathetic. Drains within an hour of use. Indicator suddenly drops from 90% to 5% in few minutes and then it shuts down. Not used even for a week. What a waste!!
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Decent
","Features are matching with the pricing and the overall specifications claimed by the manufacturer. Recommending to buy in this price range.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Very good buy,
","Sound quality and battery is great, very comfortable to wear,  no such difference in noice cancellation as far as I'm concerned
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Stopped working within 6 months
","I was super excited to get these headphones but it stopped working today after almost 6 months. There right ear piece has stopped giving output.Don't waste your money and time on this.
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Okay okay
","I bought these few days back but not stands for the money which I paid ð???. Sometimes Bluetooth got disconnected and battary goes down at once.Well I would suggest to buy JBL or Sony instead of these because Sony headphone comes with inbuilt NFCThank you
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Right side not working
","Right side not working  I have done complaint on 5th May 2019 for replacement warrantyThey told your invoice is not valid please help me
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Poor bluetooth range.
","Bluetooth range os very poor... not even 5 meters.... sound quality is verry good and battery life is ok....
",2,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Nice product
","Thank you Amazon and boAt
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Overall a good product at it's price range
","Light weighted fast connect perfect fit only issue of sound distortion at high volume
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Not satisfied with sound quality
","Too heavy on bass not at all balanced sound reproduction. Even the vocals and treble get extremely mudded with bass .I got it on sale for 999 rs,using it just for watching tv not at all ideal for music listening
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"No earphone in the package  , only buds, a USB connector and a catalogue.
","I cannot give a genuine feedback on sound quality, noise cancellation  and all , because , I order this for 1399 , and I received a package with additional buds , a USB connector and catalogues.  This package did not have an earphone in it . So disappointing  . I don't know if it's with the seller or manufacturer, it is so strange to see an empty package from Amazon
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Never ever purchase.
","I didn't receive the product in the product box this empty box from an idiot.
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Excellent
","Great product. Good sound quality. Njoyed the product
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good product
","My God osm product
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Gives other branded competitors a run for their money.
","1. Good sound for the price2. Very good bass3. Good battery life4. Durable
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Awesome
","Amazing,Best earphone I have used so far .I got it what I want...really superb.those who are planning to go for it.1.Good sound with extra bass2.Good quality with cleared sound.3.with nice looks4.for bass lovers this is a thumbs up5.super very nice design...
",2,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good product ...review after 2 months of storage
","Base is extremely good ..clarity is also good...but could have been better. Battery life seems to be decent as mentioned 5/6 hrs. Overall product is quite good.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"BEST wireless headphones got at just 899
","1. Amazing sound quality & dual device connectivity2. Good mic3. Bass is also good4. Charges quickly with mobile adapterDurability - will update later on
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Never buy a boat earphone.
","I buyed the product and it stopped working after 2 months.The after sale service of boat is very bad and pathetic .
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Fabulous
","Easy to use , better battery life, good sound quality....mean to say just fabulous product.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"worth it.
","i am using this Bluetooth headset for last 3 month, quite satisfied with sound quality in this price range.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Normal Earphones with Bluetooth Range Issues and Battery Drain issues
","Hello People,Earphones provides good sound and bass. Although it not worth to have Bluetooth earphone with battery drain issues and Bluetooth range is 1-2m.I find earphone giving issues and glitches in connections in calls and sound after 2 meters.Also Battery is below average with 2-3 hours max capacity.Best of all is Amazon does not provide return on this product, only exchange option is availble.Think twice before buying this product.
",2,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Returning the iten
","Voice not clear when calling..Very low sound ..Voice Delay in pubg..
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Worth buying at this price !!
","Too good to have it in such price.. although it's too early to comment on every specs since I have bought this only 4 days back.Till now no issue found and having gr8 experience. Sound quality superb, battery still not reached to half though have listened to music more than 5 hrs til now. Only problem is you will experience little ear pain if you put on the ear bud continuously more then an hrs time.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Sound quality is very good
","Connecting phone is fast.Sound quality is better to other earphone.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Best Bluetooth earphone for 1500
","Really awesome earphones for the price. Only minus point is the mic is not powerful enough. people on the other side of the call cannot hear clearly unless u hold the mike close to you mouth.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Very gud product over all
","The product is very gud.. Gud music quality.. Gud  call quality..very heavy bass...Fits properly into the ears... Very gud while running and exercise... Only problem is the distance... The connection breaks as soon as the device is 20ft farther...
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good Headphones.
","Awesome headphones from boat at this range. Ireally loved it after using from months.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Superb
","Nice one with comfortable earplugs. Superb sound and battery life. Build quality is very good.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Awesome....
","Awesome Product With Superb Immersive bass boosted effect including Dolby.... ð???ð???ð???ð???Nice Fit in ear....
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"A nice product
","A very useful n nice product....Using since last two month ...No defect found yet ...
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Nice earphones wid good bass.
","Great Bass... And sound quality are also good. Totally value of money. Connectivity are superb. 5 6hr battery backup in full charge.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Worst product
","I got the product yesterday, and the battery was fully charged & on continoluous listening it lasted for 2hours which was still ok, but now when I kept it for charging for almost an hour, it is not getting charged.
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Battery life not good
","Sound quality good, but battery life poor
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Outstanding
","Awesome
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Amazing buy!!
","Sound is too loud and bass is up to the mark..got this product @999INRRecommendedBut dont buy this for gamingSOUND LAGS A BIT DURING PLAYING ""PUBG""
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Damaged packaging. Suspected product was not original.
","Sound contain plane bass. Packaging was damaged .I suspect I didn't get the original one .whatever I got was having slightly good sound quality than earlier i had(â?¹599). Still i m going to buy boat earphones only because of its quality and durability.
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Very Good Product
","This product is very good with reasonable price. Sound quality is extraordinary, music lovers can enjoy the usgae of this product and its delivered on time.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"PURCHASE OF HEAD PHONE
","tHE PRODUCT IS VERY GOOD
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good quality at reasonable price
","Sound quality of the headphone is good,for music listeners it is a good option. Earbuds are fix at their position in ears
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"One of the best budget sports Bluetooth headphones.
","The headphones are good, however the first one broke within one month, and boat replaced it, so kudos. Battery life is enough for one and half of my gym sessions, so I'd say between 5-6 hrs. Sound is clear with good depth.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Fabulous
","Best wireless earphones in this price sound is very clear and bass is also good
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"BEST BUY.
","LOVED IT. BEST THING TO BUY. VERY VERSATILE AS I USE IT WHILE GYMMING, WORKING, AND TRUST ME CONFERENCE CALLS SEEM VERY COMFORTABLE NOW.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"5/5
","Worth it. Sound quality good.Battery life is good.Got this item @999/-
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Superbbbb
","Gud product and best prize...gud bass.. voice clarity ... Noise control superb..  Thanks amazon timely deliver....
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Bass is the base
","Very nice i bought it in lightning deal of 999 and its best for that price range
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Disappointed...  Not worthy at that price range..
","Sound quality not good as expected since its of boat product...  Distorting mic... Overall good... but cannot return it...
",2,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"One side stopped working,Mic issue and Bluetooth range problem
","It's sound n noise cancellation is good , Battery Backup is good too. But after using for 1-2 month it one side shut down suddenly n also the caller in front can't hear your voice it's mic is below average. Also I faced Bluetooth range problem when I connect it to my phone and keep my phone in my pocket it just disconnect....I have place a replacement. So let's see
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Worth every penny you spend on buying this product
","Amazing product with mind blowing sound quality.The only area where earphones lack is the noise during phone calls
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Not bad
","So far good, Not bad for 1500 bucks
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Worest product west of money
","Worest product I am not using. West of money. Doing any call other person trolld me.previyos I had used rocker's 250 nice cansilation and quality very good on bike driving it's dropped some where
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Worst battery
","Over all the product is nice but battery backup is horrible it hardly last for 3 hours while playing game... I bought this to play pubg but unfortunately i am not able to enjoy it... I wish to return it
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Go for it
","Got for 1000 and was awesome in this price range
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Lafoot head phone , i got shock during rain
","Don't use during rain or wet condition ..even in AC also don't use ..it's producing shock at 0.9 Amp almost 1 AMP.it will damage ur ears.take care . i checked with service center they said ..if it's over current flow in unconditional situation..
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Average product
","All good. Good sound quality for music and average quality for phone calls.
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Boat 255 one side is not functioning.
","With in few months one side of head set is not working.  I am not able to find service centre in chennai and in online centre green and black model is also not displayed for selection.
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Worth Buy Under 1500 Bucks.
","Worth buy for 1500 bucks. Sounds quality, adjustment, noise clearance is too good.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Priced very high, Go for jbl wireless earphone for 2k
","Bluetooth connectivity is not as expected.Brought for 990rs and now it's for 2k that's way too much. People are not fool, if they have 2k budget then they'll go for jbl wireless earphone for 2000 rs instead.I believe review should be with respect to current price only which is 2k...
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Go forit
","Goog
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Best product ð???
","Having good and clear sound. Good baseBetter battery life and practical also
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good for its price
","Works well with my op3t phone. Occasional small amount of disconnect may be because of bluetooth sync issue. works well most of the times.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Decent one for the price
","Quite durable and customizeable. Sound quality is okiesh.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"A fab purchase!
","The overall look is decent, comes with a great sealed packaging, i wish the bass ""sound quality"" would have been slightly better when compared to d jbl's n d skullcandy's....
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"quality product
","sound ok and battery backup is also good
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"I will review it honestly for who all are reading this review
","I read many good and bad reviews for this product and I brought it now I will review it honestly for who all are reading this review1.My product box is fully damage and reworked the box it's like some one used it but the product is fine.2.The sound clarity is good only for music with extraordinary bass in it but not for movie and YouTube videos.3.Noise cancellation is not good at all it's waste I still here background noise4.Not a great fit for workout session because due to sweat it's run out of ear and the magnetic lock is not locking perfectly when we unplugged in ear5.its has a good battery life like there said solidly 5:30-6 hrs and it's charge time is 1:30hrsThat's it everything I about this earphones.
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Low quality
","Noice cancellation and bass is very bad. But guess that's all you get for that price
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Worth for the Price
","Merits:-1. Been using it for last 2 weeks. The earphone's sound and the bass is mindblowing.2. Once if u fix the earphone into the ear you can't hear anything from outside even without playing songs.3. About the charging, they have mentioned 6hrs standby but it will be upto 7 to 9 hrs also if you are  using it continually.4. Sweat proof is also awesome,  Very flexible,  weightless. Demerit:-1. Ear buds are not perfectly fit but u can enjoy enjoy the music.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Bad one guys dont buy please
","Doesn't connect to laptop.Bad sound qualityThe material is quite kind of ploymer so gets heated very oftenNot recommended.
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Value for money
","It is value for money product, the bass is really good. The only problem which I found is flipping between laptop and mobile , else overall good product
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Affordable price
","Boat is doing a great job for availing such wireless headphones at affordable price.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Awesome quality sound but speakers stop working within 3 mnths
","Bass is awesome but speakers stopped working within 3 months and warranty is waste coz it takes almost 20 days to get repaired and after repaired also speakers stopped working completely
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"good to buy.
","nice.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Wow
","Earphone is good but sound is quite (little bit) slow. Allover this is the best and good earphone in this prise.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Pathetic
","Pathetic product, stopped working in 1 month.hopeless audio clarity
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good Budget Buy
","Sometimes problem with connectivity has been observed but overall a good product
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Stopped working. Exchanged item too didn't work.
","Please be careful. This one stopped working in a few months. I exchanged it with BOAT on their official website. I did receive another one. But it stopped working exactly after one week. This is very disappointing.
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Supercool and worthy
","Guys just go for it. Its super cool and worth of every penny if you invest. I wont write the features because its already in details but yaa its  a must buy .
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Sound quality is like a Rs100 earphone actually worse than that
","Worthless productSound quality is like a Rs100 earphone actually worse than that
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Worst
","Worst earphones i have used ever..stoped work in a month
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Value for money
","Hey Guys,I bought boAt Rockerz 255 Sports Bluetooth Wireless Earphone & I am completely satisfied with this product. Its really awesome and I am loving this Earphone easy to connect with awesome sound quality. If connected on call it works well and reduce the noise I mean noise cancellation works well. The person I was speaking to cannot identify I was using Earphone. Its value for money.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Unserviceable within three months
","The product is unserviceable just within three months of purchase. Don't recommend immediate buy unless some more development takes place in product
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Best
","Best ilove thisð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??ð??
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good
","Best sound
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Nice one
","Good one
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"ð??ð??ð??ð??ð??ð???ð???ð???
","ð??ð??ð??
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Highly recommended and worth for money
","Head phone is really nice to use.. Writing a review after using it for a week.. Sound quality is good. Very easy to use.. Call quality is also nice. I'm using it for taking long calls and listening music..  It fulfil the purpose. Battery life is good and easy to charge.. This product is good for those who look for good blue tooth headset with decent cost.  No cons as such.. Even the ear bud n model is good to use..
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Loving this very much!! Very worth for Money
","Just loving this!!! But my only concern is Neck band- it is rough!! I give 5star for the Boat's 255rockzz.. love love love on this Bluetooth!!!
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Great great product.. simply the best
","Best headphones I have ever bought and I have tested quite a lot of them from a lot different brands n price range.. this one simply knocks all of them out of the field in terms of sound quality, bass, loudness and battery life.. Go for it without any hesitation and you won't regret your decision!And ya they stay in your ear n create a sound isolation too... Good for running too!
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good product for 1500/-
","Must buy if it's on sale... durable and good sound and ok ok clarity but not worth more than 1500/-
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Ugh,..
","After 4 months right side of the earpiece is nkt working otherwise built quality is great and base is superb battery backup is also amazing
",2,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Sound good
","This product bettry is aftar 80% vary fast defuse.... Sound quality is good.... Bat 10 mtr. Undar this blutooth sound break
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good
","Good
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Does not even Switch On
","Refuses to switch on even after couple of hours of charging.Waste product..
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Go for it...
","No doubt... Its best... Awesome sound quality.. mic is damn awesome... Wid noise cancellation.. i bought it for â?¹999
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Need warrenty claim ,very bad quality
","I ordered boat rockerz 255 two and half month ago,the right ear bud stopped working,now i dont know where to claim the warranty becuase in pune there is no service center.
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Not lasting for long. Only one side works with in a month.
","Sound quality is good. Battery does not last for long time. Only one side of the earphone working after 2 months. No way to claim replacement.
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Perfect for music lover's
","Good sound quality, initially I thought wired earphones I loved the sound quality  and purchased it's working perfec
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"So far so good
","OK product. You can buy.Not worth 1599. It's OK if you are getting it over just 1000. Been using 5 days.  So far so good. Let's see how durable it is
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Great bass quality
","Great bass sounds quality are also good. Bass is too high. Battery backup is good (upto 6hrs with usage). Super flexible neck band
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Happy Purchasing!
","Received the package on 7th May.It's been 4 days since use.Pros:â?¢Instant Connectivity (switch it on & it's connected),â?¢appreciable Noise-cancellation (can cut all bad vibes around you),â?¢all about Bass <plug into Nirvana>â?¢6-7 hrs assured Play Time (it's ok if you forget about charging),â?¢Easy to use (In-line controls on your commands), Comfortable to ears (go on for hours),â?¢Hardy design & Lighweight.Cons:â?¢Range might be a little bit problem.(=<7ft)â?¢Packaging could be a lot better....Anyways! It's all good at 999/- only.(I mean right now, the price is 1,499/-)Hope my earphone works the same in future too!
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Battery life is an issue
","Battery life is little short everything else is top class..
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Bluetooth quality not good
","I do not like the product . The bluetooth is not upto mark and bad sound quality . I want to replace it with some other product but i am not able to
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"worst bluetooth range!
","guys dont buy it.sound quality is good but bluetooth range is bad even it doesn't cross single wall.i have return my headphone as its bluetooth doesn't work after 3-4 mt.When another piece i received its bluetooth is ok but again not up to the mark.DonT buY
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Not Happy
","Not Happy
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good
","I like you
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good for music lover bad choice for calling.
","Fantastic earphone for music lover. Noise cancellation is very poor, other person is getting my background noise instead of my voice. And facing voice crackling issue too with this earphone.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Awesome product once buy.
","Sound quality is awesome.This product is expensive but it is one time investment.It is of good quality.Every other product of this type has one problem that is of battery life.It have atleast 6 hrs battery life.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Left Side stopped working
","I Purchased this product  after some good reviews, i was happy initially with the performance but all of a sudden the left side stopped working.
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Budget product
","Average product poor build
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Nice
","Like
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Just ok.
","It's not an amazing product in this price range. But still it's ok. I got this for 1300. It just above average.
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Awesome product
","I didn't expected too much at this price range but I ordered it.But Sound quality is awesome .Bass is also superb. battery life is also good. I have used for 4 hours approximately but not charged once.Very easy to use.Easily connects to my mi phone and ipad.Go for it.And at last, packaging and transport is good reached before time
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"All good expect connectivity
","Sound wise it's better. But connectivity get interpreted if your just few meters away from it. Full Battery stands for 3 hours straight.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Feeling guilty behalf of retailer
","I was surprised by receiving this type of awkward material. Everybody giving 4 stars and above but i didnt feel it will worth it. Charging problem, without charging headphone not getting ON. Backup problem, base not so good.
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Always happy with Boat
","These are my 4th earphones from and  I have been really satisfied specially considering the value for money.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Best according to price
","Good quality ggos looking my first priority under 1500 now I have 2 one for my brother
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good
","Sound quality could have been better. Otherwise a good buy.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Want to replace
","Good but 1 yr warranty now right speaker not working
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Under 1K it's a good product
","Sound quality is decent for the price.But the Bluetooth functionality is below average.Takes some time to connect with the device.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Worthless product
","Stopped charging in like 3 days. Not reliable at all. Sound quality is decent at this price point but I suggest going for some reputed brand. Build quality is poor. Try your luck. If it runs well and good otherwise consider this a loss
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Sony Ericsson W550i sound remember
","Remember my sony Ericsson W550i sound. Amazing bass .
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Sound quality detoriates within 3 months...
","Mat start for 2 months, it worked with high quality of sound , then my right side sound one day suddenly went off...I can negligibly hear any sound . This was followed by left earpiece. Now I can hear more surround noise then the sound of music  or video. To note it's only been  3 months since I have purchased.
",2,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Best From Other .. Good for Us
","Best product, sound good, looking nice and battery backup good. allover best product .. i have already used JBL  Bluetooth but this is best from JBL..
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good earphone..
","Sound and built quality is good bass is not much good overall it's good in this price.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good for Nothing
","Today is June-26 bought it in the month of April. It doesn't connect to the phone and powers off for no reason . Bought it for Rs 1500
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Must buy...great battery..awsome volume nd bass
","Excellent battery life...great bass....i jst found a problem with the cap that covers charging point..it stuck in btween the charger....best for 999(got in offr)
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good for 5 months
","Worked fine for 5 months. Now the right earpiece is not working.
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"These headphones are not meant for workout.
","These headphones are not meant for workout, they will last just 4-5 workout sessions.
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Amazing Earpiece.! Very satisfied
","Affordable, Comfortable, Powerful and a Bass King in this Price range.  After a long research about bluetooth earphones i was stuck between Muve Acoustics Edge and Boss Rockerz 255. I m glad i chose this one.
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good
","Not bad as per the price. Sound quality not too good.
",3,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Microphone Not Working After a month use
","Microphone stopped working after a month.After contacting BOAT they exchanged my earphones .The exchange process took almost 12 days.  Even the earphones which I received was a defective.I won't get charged unless the USB cable is pressed hard. It is also making weird sounds during power on and off.
",1,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Good product but bit expensive
","Battery life is good but not that great, expecting bit more for this price.Sound quality nicely clear, loud and no distortion at moderate volume.Durability is good but product looks somewhat delicate so I am not sure it can handle some rough usage.Wearing comfort is good, connecting process with phone is very easy and fast.
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"A must buy
","Good product
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Worth for the price
","Sound is good battery life is also good materials used in product is nice you can go for it packaging can be better else everything was good
",4,boAt Rockerz 255,1299.0,boAt,Rockerz 255
"Excellent
","Really liked the product. No complaints till now
",5,boAt Rockerz 255,1299.0,boAt,Rockerz 255
